Name,Age,Income,Satisfaction,Feedback
Arthur Bautista,18.0,54541.6117229692,Medium,Positive
Collin Jones,20.0,30037.09691151848,Low,Positive
Steven Martinez,34.0,17437.43880034947,Medium,Neutral
Tyler Young,62.0,27991.918511566488,High,Neutral
Jenna Hensley,43.0,22681.15668619931,High,
Stephen Evans,70.0,48465.50632849755,Low,
Tyler Nichols,51.0,54104.76570361487,High,
Peter Pittman,37.0,39938.08792016799,Low,
Toni Powers,45.0,45033.03677891696,Low,Positive
Rodney Zimmerman,71.0,49167.40811712997,High,Negative
Brian Howard,35.0,79353.28229020082,Medium,Negative
Joshua Bryant,47.0,51060.2813836264,,
Mackenzie Stewart,67.0,28371.02545913558,Low,
Rachel Washington,43.0,51819.99966949547,High,
Keith Brown,75.0,61816.613770195385,Medium,Positive
John Hernandez,61.0,67576.13639931333,High,Positive
Susan Deleon,66.0,71881.90378183647,Low,Neutral
Jenna Francis,47.0,63229.6503955176,High,Positive
Kelly Fischer,,57828.00904910602,Low,Negative
Steven Patel,71.0,57280.89047682969,High,Neutral
Nicholas Estrada,,59427.28105661208,High,
Katherine Ayala,74.0,52665.291799344755,High,
Samantha Thornton,55.0,48109.31478047879,High,
Nathan Buchanan,52.0,76472.25930712008,High,
Bridget Williams,57.0,27102.218811354185,Medium,Neutral
Amy Vaughn,55.0,44078.68037002967,High,Positive
Kevin Vega,74.0,58044.83325612804,Low,Positive
Brett Ramirez,74.0,51377.36134417439,Medium,Negative
Thomas Brown,52.0,49080.735391107824,Medium,Negative
Edward Dawson,49.0,61563.70640821123,Low,Negative
Jacob Mendez,29.0,33139.11450916385,Medium,Positive
Mrs. Tracy Nichols,61.0,40044.40133219519,Medium,
Lisa Allen,40.0,22058.052450503626,Low,Negative
Tina Evans,43.0,52616.929066544624,Medium,
Amanda Clark,36.0,63262.244806660834,Medium,
Marissa Henderson,34.0,53651.23533518091,Medium,Neutral
Renee Shaw,55.0,38213.204248168695,High,
Catherine Bishop,,42621.15792535868,Low,
Michelle Hooper,57.0,,Low,
Leah Bailey,56.0,33719.12991183937,,Neutral
Matthew Robinson,60.0,56507.03943211892,Low,Neutral
James Scott,69.0,37364.84487560232,Low,Neutral
Rebecca Smith,43.0,54614.764940288616,Medium,Positive
Anne Welch,54.0,58828.7187739855,Medium,
Jennifer Garcia,32.0,,Medium,
Shannon Munoz,18.0,63993.80362822872,High,Positive
Jonathan Holland,27.0,59051.4789600089,High,Neutral
Danielle Gutierrez,73.0,55530.861637205846,Medium,Neutral
Dawn Jordan,38.0,13353.399142338094,Low,Neutral
Jasmine Ortega,63.0,43675.267444653466,High,Positive
Miranda Walker,48.0,167890.93783483226,Low,Positive
David Hernandez,79.0,64537.478986337206,High,
Ryan Murphy,45.0,51324.36922387397,Medium,Negative
Rachel Davis,28.0,49677.308913606656,High,Positive
Peter Jones,25.0,35263.10707020217,Medium,
Gary Odonnell,69.0,63032.29076485808,Low,
Megan Williams,,53893.30695304458,Medium,Neutral
Jasmine Price,42.0,24916.268497529945,Medium,Negative
Michael Brown,,49737.48461865207,High,Positive
Vincent Brooks,50.0,57369.513468957615,Medium,Positive
Gregory Carlson,36.0,42346.51097069211,High,
Wayne Morton,51.0,64647.51884022318,High,
Mariah Williams,,46388.75471855398,Medium,Neutral
Wendy Bennett,27.0,50385.67208095119,Medium,
Michelle Beck,56.0,49242.48235574114,High,Neutral
David Mcdonald,71.0,55002.76344488514,Low,
Heather Nicholson,70.0,35614.84575445287,High,Negative
Ryan Walker,39.0,,High,Negative
Patricia Cross,74.0,47548.068858779574,,Negative
Abigail Hawkins,54.0,63343.38909284296,Low,Neutral
Carmen Powell,64.0,72706.89078548863,Medium,Neutral
Crystal Anderson,71.0,69353.94113137298,Low,
Mr. Tyler Torres III,34.0,44649.286013676814,High,Negative
Samantha Burns,53.0,36902.78990767484,High,Negative
Keith Simpson,58.0,52870.17195796224,Low,Neutral
Emily Dunn,,65104.261069960834,Medium,Positive
David Dougherty,70.0,65793.86394152656,,
Victor Wise,47.0,66511.35955448032,Medium,Neutral
Sandra Schwartz,55.0,33026.8244987336,High,Negative
Dawn Franco,32.0,40584.94339509923,Medium,
Andrew Sanchez,73.0,34556.4351588453,Low,Negative
Chad Stark,53.0,52164.059555173975,Low,Negative
Julie Vance,71.0,36318.72421639063,Medium,Neutral
Billy Rogers,,35084.781914264124,High,Positive
Danielle Johnson,21.0,58716.48844975828,Low,
Edward Chandler,34.0,46512.815521720084,High,Negative
Nicole Phillips,33.0,35663.27776090547,Medium,
John Turner,19.0,44058.37157337031,High,Negative
Heather Roy,19.0,28058.32589130325,High,
Mark Ramirez,70.0,,Medium,Neutral
William Jones,79.0,51738.01267680442,Low,Negative
Jared Alexander,59.0,43513.92856197763,Medium,
Mark Carey,36.0,72554.00128570442,Low,Negative
Diana Hunter,42.0,57376.41554846028,Low,Negative
Kimberly Dougherty,53.0,43124.058980961396,High,
Mr. Timothy Mendez,65.0,41861.773602147034,Medium,
Jeremy Alexander MD,,44780.72486419187,Low,Positive
Michael Chapman,33.0,47536.059908175885,Medium,
Stephen Smith,32.0,38013.814552985976,Low,Negative
Chelsea Johnson,22.0,61980.116810002815,Medium,Neutral
Teresa Huber,63.0,61080.16327885217,High,
Sarah Garcia,35.0,41922.26342913893,High,Neutral
Emily Hall,61.0,56675.85018211353,Medium,Negative
Janet Padilla,26.0,51553.29250386095,Low,
Angela Phelps,25.0,,Low,Negative
Bruce Montes,65.0,39619.53355723651,Medium,Positive
John Boyd,77.0,34682.42181484349,Low,Neutral
Mark Aguilar,73.0,60382.110267565615,Low,Positive
Robert Rice,60.0,57406.864270016566,High,Neutral
Randy Walton,77.0,21671.134988850215,Medium,Negative
Jenna Alvarez,77.0,42909.23982670533,High,Neutral
Scott Tran,44.0,39967.50642294581,High,Neutral
Melissa Espinoza,40.0,26410.052755955305,Low,
Shannon Wells,22.0,71759.6893627636,High,Positive
Tammy Rogers,48.0,77783.58906378562,Low,
Rebecca Guerrero,20.0,37317.830697527344,Medium,Neutral
Nicole Bell,,33613.20732306481,High,Neutral
Matthew Jones,,78794.19610716395,Low,
Benjamin Cooper,58.0,78313.90004889022,Medium,Neutral
Natasha Zuniga,26.0,47758.86651837657,Medium,Positive
Joshua Curtis,32.0,50778.04054129682,Medium,Positive
Lorraine Butler,,27725.800019123017,Low,Negative
Matthew Gray,41.0,25161.46677654989,Medium,Negative
Sabrina Mcdonald,39.0,21225.408892882384,Medium,Neutral
Randall Peterson,58.0,45000.083584002015,Low,
Sean Gilbert,41.0,63077.84346259209,Medium,Positive
Karen Lewis,21.0,43753.410957650914,Medium,Negative
Robert Payne,61.0,52084.11744396613,Low,
Monica Thornton,45.0,31873.28610226484,Medium,Negative
Katie Hoffman,49.0,39844.46053009117,Medium,
Lee Gay,77.0,33358.65593695556,High,
Elizabeth Simon,41.0,65895.1475973312,High,
Andrew Crawford,,43600.88544362181,High,Negative
Pamela Garcia,57.0,,Medium,Neutral
Leslie Brown,51.0,47938.43453461269,Low,Positive
David Smith,,39181.51997088257,Medium,Negative
Sandra Hill,29.0,43961.99674611455,Medium,Neutral
Donna Ray,,,,Positive
Stephanie Barnes,23.0,90412.2386173656,Medium,
Dr. Andrew Knight,47.0,45319.89760667097,High,
Daniel Reyes,74.0,22142.91788400375,Medium,Negative
Seth Pennington,,52493.158655229796,Low,Neutral
Steven Bird,,38689.648620120235,High,Positive
Juan Christensen,20.0,56955.17442060333,High,Neutral
Dakota Johnson,,62046.58682375319,High,
Dr. Mason Thomas,66.0,38806.676287925584,High,Neutral
Sarah Franco,37.0,56625.56206426047,Medium,Neutral
Allison Wong,70.0,43463.08555913479,Medium,Positive
Lori Stewart,58.0,57218.15345105979,High,Negative
Nancy Miller,78.0,62212.4771042627,Medium,Neutral
Mark Mccormick,31.0,79972.53511494012,Low,Negative
Elizabeth Chase,38.0,49690.62608024726,Medium,
Cynthia Lang,60.0,27918.769022464963,Medium,
Robert Lane,48.0,46756.54061181782,High,Neutral
Megan Schwartz,45.0,69944.30096274728,Low,
Vincent Fuller,44.0,43864.8566001701,Medium,
Jacob James,,40831.07329158803,,Positive
Matthew Lutz,,69890.39150623695,High,Positive
Kevin Cantrell,19.0,84490.07575304002,High,
Tony Lee,29.0,64018.82406219876,,Neutral
Amanda Hardin,70.0,62681.41908225744,Medium,Positive
Erica Anderson,19.0,57651.04455587696,Low,Negative
Christine Miller,60.0,49533.60717311654,Low,Negative
Robert Li,28.0,71630.36455518127,Low,
Anthony Abbott,68.0,53535.57014825007,Medium,Neutral
Christopher Ruiz,18.0,49430.551625185195,High,Positive
Angela Gonzalez,24.0,48594.56203064232,Low,
Melissa Davis,48.0,36149.58730394877,Low,
Kendra Edwards,29.0,58999.225371530665,Medium,Neutral
Alex Johnson,41.0,52253.15116263527,Medium,Neutral
Dustin Frey,28.0,72023.38787644666,Medium,
Deborah Daniels,53.0,93317.15384263362,High,Negative
Daniel Martinez,52.0,72809.32036353949,High,
Austin Watkins,71.0,57944.42631789923,Medium,Neutral
Danielle Butler,32.0,37852.15206454545,Medium,Neutral
Jack Olson III,53.0,68541.91402758038,Medium,
James Chapman,76.0,77014.92351025996,Low,
Tracie Singleton,79.0,55467.12664998052,High,Positive
Christina Rogers,50.0,50490.45888194495,High,Neutral
Miss Sandra Chung,39.0,68726.29043313803,,Positive
David Moore,43.0,74387.40035056102,Low,Positive
Tamara Hernandez,58.0,42673.57818030992,High,Negative
Ashley Jones,63.0,48954.80278034544,Low,Positive
Alejandro Roberts,62.0,35626.79605269096,Medium,
Kenneth Crosby,20.0,46267.06452420954,High,Neutral
Eric Thomas,68.0,32816.47899204629,Low,Neutral
Christie Holmes,72.0,59758.0990237867,Medium,
Thomas Mckinney,66.0,51817.99489972404,Low,Negative
Jacob Hunter,53.0,64816.54155751331,Low,Negative
Adam Jackson,,29406.324845530457,High,Positive
Robert Long,26.0,73003.95325397991,Low,
Emily Howell,43.0,49376.74659357944,Medium,
Lauren Reese,73.0,50673.53600548129,Low,Negative
Derrick Brooks,24.0,24864.56046030402,,
Cynthia Goodman,79.0,100314.69508899955,Low,Neutral
Gerald Crane,72.0,51313.2954566751,Low,
Jessica Velazquez,56.0,40491.294597209584,Medium,Positive
John Martinez,77.0,22463.58885616277,High,
Omar Henry,19.0,25609.26227583068,High,
Jason Kim,22.0,82620.92333155606,Low,Negative
Rachel Davis,,44969.88834522036,High,
Kendra Nunez,25.0,42616.38802753867,Low,
Bradley Pratt,38.0,28889.233417440933,Low,Negative
Ashley Howard,,43556.558511712945,Low,
Todd Robinson,26.0,44215.49823331937,High,Neutral
William Gibson,71.0,52847.40374459635,High,Neutral
Adam Beck,60.0,33797.81150593566,High,Neutral
Haley Myers,19.0,36179.47027114707,Low,Negative
Kathryn Murphy,23.0,79225.71678430648,Medium,
Tonya Bush,20.0,73882.22190025191,Low,Neutral
Melissa Reyes,76.0,65212.8805883531,Medium,Neutral
Lisa Abbott,,50788.73952009146,High,
Kelly Eaton,68.0,59243.049032213494,High,
Brian Bailey,71.0,65552.50663420308,Medium,Neutral
Justin Fisher,61.0,28135.889584333185,High,Positive
Paul Williams,70.0,78803.16308205997,High,Neutral
Willie Young,23.0,60942.6831251531,High,Neutral
Robert Rojas,61.0,57358.312997136454,Low,
Makayla Vega,60.0,43471.58753941244,Medium,Positive
Amber Robertson,,30387.44265756568,Low,Positive
Anna Brooks,62.0,30138.191854693374,Medium,Positive
Christopher Brooks,45.0,42183.304328643135,Low,Neutral
Doris Briggs,54.0,77220.47579709644,,Positive
Shelby Whitaker,32.0,52471.323704283364,Medium,
William Brooks,23.0,61710.87546968245,High,Positive
Amanda Villa,72.0,54866.17875819608,High,Negative
Rhonda Fisher,,64060.08219815673,Medium,Negative
Thomas May,,30514.71429102736,Medium,Positive
Kathleen Boyer,49.0,55125.35021263422,Low,Negative
Katherine Rose,26.0,35325.6097368278,Low,
Michael Garcia,32.0,66429.8142683144,Low,
Hannah Mueller,53.0,39072.77653972773,Low,
Melanie Wang,43.0,131609.20867729816,Low,Positive
Kevin Baker,45.0,67428.83233581136,Medium,Positive
Tiffany Garcia,65.0,50143.24557973671,High,Neutral
Brooke Jones,78.0,28303.89032775901,Low,Neutral
Denise Wang,77.0,44268.082635260245,High,Neutral
Ashley Castaneda,55.0,43603.81429728341,High,
Debbie Mcmahon,57.0,60686.96831234752,Low,
Anthony Robinson,32.0,42978.56465457592,Low,Neutral
Jenna Waters,26.0,36019.32983831105,High,Positive
Shelby Allen,18.0,46313.89826740105,Medium,Positive
Andrew Barnes,32.0,36077.108780463226,Medium,
Eric Gonzales,,30946.10609784632,Low,Neutral
Sean Hill,,50523.983429596985,Medium,Positive
Melissa Gonzales,32.0,49825.685037906216,,Negative
Scott Hoffman,37.0,64513.50819829063,Medium,
Lauren Johnson,47.0,10868.40782870102,Low,
Stephen Bennett,77.0,58414.53092397075,Low,
Gary Powell,52.0,59203.97947881799,Medium,
Marcia Singleton,61.0,33478.180953385236,Medium,Neutral
Peter Larsen,22.0,45245.40908765274,High,Negative
Andrew Trevino,,65168.504737902884,Medium,Positive
Elizabeth Garcia,55.0,43683.041416544795,Medium,Positive
Zachary Collins,50.0,56074.29209921595,Medium,Negative
Andrew Rodriguez,31.0,49652.44192808873,High,Neutral
Bryan Ramos,42.0,49414.55276960728,Medium,Negative
Jacob Johnson,46.0,59858.18584781493,Low,Positive
Crystal Herrera,34.0,40281.15200450522,Low,
Robert Coleman,19.0,42051.54910532278,High,Neutral
Thomas Scott,29.0,42425.272411955266,High,Negative
Nicholas Valencia,,39803.736798707345,Medium,
Brenda Hines,71.0,54371.815101417764,High,Negative
Paige Johnson,55.0,61892.83663573211,High,Negative
Timothy Page,33.0,54137.008008022945,Medium,
Donna George,77.0,52106.12853736384,Medium,Positive
Tiffany Richardson,21.0,58719.412305001184,High,Negative
John Walker Jr.,59.0,41136.624998765175,Low,Positive
Brianna Williamson,18.0,93572.60876983099,High,Positive
Jonathan Crosby,73.0,49379.530337783915,Low,Neutral
Curtis Gonzalez,41.0,56393.04612440589,Medium,
Ronald Mclaughlin,23.0,74295.1980540337,High,Neutral
Carol Smith,56.0,63247.689711102525,Medium,Negative
Yolanda Sandoval,71.0,33161.129137575146,High,Positive
Eric Gordon,,31298.812848034875,Medium,Neutral
Ian Montoya,48.0,29994.71394249855,Medium,Neutral
David Maxwell,71.0,69160.95326457269,High,Neutral
Juan Jennings,,65221.67470499159,,Positive
Terry Stevenson,58.0,,Low,Positive
Jacob Charles,57.0,61605.51773731486,High,Positive
Neil Collins,60.0,59687.23060943406,,Negative
Kathleen Cook,34.0,34758.9906984398,Low,Negative
Jason Nunez,19.0,50190.60795392888,High,
Frederick Norman,62.0,62611.07437535864,Medium,Negative
Eric Evans,,52964.95505082388,Low,
Kimberly Herrera,26.0,42498.22398572089,High,Positive
Bridget Bowman,46.0,157748.5679996196,Low,Negative
Heather Smith,73.0,29510.983936148652,Low,Neutral
Katrina Benson,52.0,53862.95044859944,Low,
Pamela Matthews,73.0,49680.70721408074,High,
Amy Ellison,60.0,68352.79393604866,Medium,Neutral
Annette Wright,,51611.95259936001,Low,Positive
Michael Jordan,56.0,42977.4381196828,High,Positive
Robert Gomez,20.0,,Medium,
Andrew Riley,50.0,49648.72677900202,Low,Neutral
Kathleen Henderson,57.0,18404.436415700926,High,Negative
Stephen Medina DDS,59.0,69058.88425497303,Low,Negative
Monica Sheppard,49.0,62278.42512551458,Medium,Positive
Michael Jones,27.0,52518.281177622564,High,
Victoria Simmons,53.0,55930.64407212711,Low,Neutral
Katie Miller,60.0,41086.434249111844,High,
Misty Andrews,,26936.025207590137,Medium,Neutral
Matthew Moreno,34.0,59671.99976990849,Low,
Brittany Robertson,53.0,51294.04837902782,Low,Positive
Jeffrey Watts,18.0,36995.08351486187,Medium,Positive
Sandra Mccormick MD,76.0,39862.08358151727,Medium,Negative
Susan Collins,24.0,61413.27513334096,Medium,Negative
Robert Ramirez,30.0,,,Positive
Cheryl Roberts MD,,37392.29773383051,High,Neutral
Christopher Campbell,75.0,33694.72920391828,High,Negative
Angel Carroll,58.0,52392.199418109274,High,
Frank Mccoy,40.0,,Low,Negative
Mark Travis DDS,78.0,42169.54349687136,Medium,Negative
Chloe Kirby,23.0,63241.451888864045,High,
Cynthia Davidson,37.0,,Medium,
Nicholas Clarke,51.0,85942.13146784427,High,
Catherine Sanchez,66.0,71760.8767916065,Medium,
Justin Kent,,21133.023786122194,Medium,Negative
Alex Anthony,37.0,26318.29382452531,High,Positive
Tina Gray,29.0,51931.95801005358,Low,Neutral
Ray King,58.0,90365.67888769231,Medium,
Christian Hernandez,30.0,23832.521800887855,High,Positive
Maria Williams,63.0,55770.05657341553,High,Negative
Emily Alexander,36.0,60616.70781600713,High,Neutral
Michael Taylor,28.0,15095.441985232937,Low,
Cody Sullivan,,62783.68691804256,Medium,Neutral
Melissa Jordan,48.0,25920.117017072687,Low,
Jeffery Morales,,38479.421248353116,,Neutral
Amy Armstrong,55.0,66148.4759556627,High,
Lindsey Smith,,65586.2059595105,Medium,
Daniel Baker,75.0,36740.53896808373,High,Neutral
Jonathan Johnson,30.0,58402.163813436106,Medium,Negative
Morgan Lee,76.0,53902.5221886582,Low,Negative
Austin Anderson,75.0,62594.45991815793,Medium,Positive
Lorraine Wong,33.0,56149.444114515674,Low,Negative
Christopher Tran,,52271.570484844546,Low,
Ryan Martin,74.0,55878.257946261874,Medium,Neutral
Timothy Barron,33.0,62893.13314357513,Medium,Neutral
James Gentry,38.0,32430.085712489206,,Neutral
Andrew Baker DDS,18.0,55397.41801973738,Medium,Negative
Carl Nelson,29.0,59996.07917121283,Medium,Neutral
Taylor Park,58.0,14988.827951337626,High,Negative
Kathleen Salazar DVM,45.0,61535.6630984453,Medium,Positive
Kimberly Crawford,43.0,49706.66698705801,Medium,
Haley David,22.0,47196.632760091845,High,Positive
Taylor Weiss,52.0,24844.840888627947,High,Neutral
Amanda Bridges,40.0,52051.11077989556,Low,Negative
Andrew Zamora,42.0,29936.863854688832,Medium,Neutral
Shawn Wong,68.0,52447.99267172626,Medium,Neutral
Dawn Estrada,,34202.67081026328,Low,
Christine Graham,32.0,68683.44432431598,Medium,
Kristin Holmes,32.0,81446.9470747534,High,
Jerry Rhodes,44.0,45205.029015529195,High,Neutral
Courtney Davis,57.0,18737.6523356037,Medium,Neutral
Gina Santos,68.0,30907.742094580237,Low,Neutral
Karen Decker,72.0,68891.49329985565,Medium,Neutral
Dana Gillespie,64.0,52502.12992804423,Low,
Amber Lewis,52.0,66358.79448886616,Low,Neutral
Justin Shields,63.0,66151.2799453661,High,Positive
Kimberly Owens,59.0,67141.05956023984,Low,Positive
Steve Carr,79.0,18618.52490635335,Medium,
Mary Palmer,21.0,27082.986673202093,High,
Monique Thompson,56.0,55127.48067860101,High,Positive
Claudia Wade,76.0,46682.32991584095,Low,
Kristin Gray,78.0,40921.374232737,High,Positive
Kathryn Padilla,54.0,78307.3209527206,High,
Chad James,29.0,71031.22135007511,High,Negative
Karen Wallace,66.0,41853.71478923658,Medium,
Michael Carpenter,76.0,56681.228273636676,High,
Angela Sims,52.0,35154.77282354147,,
Abigail Smith,47.0,76750.10745496364,Low,Neutral
Laura Gray,79.0,44605.34040592768,Medium,
Mrs. Amy Porter DDS,70.0,47808.80591235925,Medium,
Cynthia Russell,37.0,45695.60879028255,Medium,
Adam Porter,53.0,46662.349332994505,,Negative
Brandi Thompson,70.0,52949.18764576887,Low,Negative
Richard Martinez,,54494.41880760917,Low,Negative
Samantha Crane,64.0,46289.438719086706,Medium,Negative
April Mullen,59.0,40281.18507355408,Medium,Positive
George Weiss,60.0,50563.541596138115,Low,
Jeffrey Carroll,43.0,25096.072652524083,Low,
Alexandria Greene,72.0,55628.04262607645,Low,Neutral
Randall Robinson,21.0,34304.3312980223,Medium,Positive
Danielle Michael,53.0,28190.54968815052,High,Negative
Jamie Williams,45.0,45465.24497218123,High,
Juan Greene,,,Low,Neutral
Joseph Miles,68.0,52646.37018738265,Medium,Neutral
Stacy Ward,69.0,70298.00007718976,Medium,
Michelle Phillips,20.0,93385.6361088249,High,Neutral
Brooke Fitzgerald,78.0,75016.53081055034,Low,
Jacqueline Reed,79.0,60782.53013691047,Low,
Joseph Becker,20.0,48968.718132737835,Medium,Negative
Daniel Allen,54.0,29810.020404654704,Medium,Positive
Caroline Perkins,75.0,25966.043223697015,Low,Neutral
Stephanie David,27.0,47641.4979382154,Medium,Positive
Michelle Hamilton,31.0,30896.847362987442,Low,Neutral
Cory Short,76.0,16407.991265989906,Low,
Eugene Green,28.0,72508.2818933131,Medium,
Alan Callahan,45.0,35854.84227773367,Medium,
Christopher Gonzalez,58.0,7808.876818837467,Low,Neutral
Miguel Bryant,78.0,39615.691167250516,High,Neutral
Scott Zavala,34.0,39030.0765417766,Medium,Negative
Mark Myers,65.0,67692.95805912852,High,
Bradley Simmons,60.0,30218.86374717202,Medium,
Lauren Tyler,67.0,38770.77973571449,High,
Patricia Johnson,25.0,56373.19025500298,Medium,Negative
Glenn Garcia,76.0,37092.478275841975,Medium,Negative
Chad Ortiz,42.0,39845.851452425704,,Neutral
Larry Salinas,20.0,47785.034739833216,Medium,Neutral
Charles Jordan,50.0,51260.55579447284,High,Positive
Meghan Kelley,70.0,37028.35470964044,Medium,
Aimee Green,26.0,56760.94220922487,High,Neutral
Jessica Grimes,75.0,59883.637148703594,High,Neutral
Lauren Mccoy,43.0,69697.02461285035,Low,Positive
Billy Long,50.0,42664.71775127397,Medium,Neutral
Jessica Scott,57.0,42531.456072145265,High,Positive
Noah Wood,45.0,17627.82213837314,Low,Neutral
Todd Collins,45.0,68243.03336635872,High,Positive
Jacob Gallegos,66.0,57115.80813372146,Medium,Neutral
Martha Vargas,73.0,33720.63247437317,Medium,Negative
Diane Smith,74.0,38287.05555900604,Medium,Positive
Christina Johnson,64.0,66038.99042414369,High,Negative
Rachael George,31.0,20313.953538070753,Medium,
Monica Rocha,,47897.218100216785,High,Positive
Jacqueline Crane,43.0,55126.86802794821,High,
Paula Meyer,69.0,49086.71248017317,Low,Positive
John Lopez,59.0,30173.636061252615,Medium,
Donna Williams,78.0,48878.20295008278,Low,
Heidi Bautista,48.0,,Medium,Positive
Eric Anthony,63.0,64032.293843854146,Medium,Neutral
Michael Moore,48.0,67919.57548747213,Low,Positive
Matthew Moore,47.0,40986.58354049904,High,Neutral
Jerry Hernandez,,48038.81742803372,,Negative
Janet Rosario,20.0,35179.606156193215,Low,Negative
Jason Sweeney,40.0,59667.6994954657,Low,Positive
Douglas Barr,29.0,52795.580691093586,High,Neutral
Michael Knight,79.0,32375.045331950045,Medium,Positive
Gerald Griffin,78.0,48878.03842754008,High,
Andrew Garcia,,31715.210688718515,Medium,Positive
Jamie Torres,60.0,29987.801423338,High,Positive
Grant Ross,48.0,46445.50212282355,High,Positive
Adam Reynolds,60.0,,Medium,
Bryan Woods,66.0,81655.34382035791,High,
Michelle Weaver,24.0,62203.06970294165,Medium,Positive
Isaac Collins,40.0,36292.473517618506,Medium,Negative
Nicholas Berry,71.0,58015.116978064434,Low,Neutral
Miguel Stewart,72.0,51033.436687866284,High,Neutral
Connor Costa,61.0,46664.98868143746,Low,Positive
Chelsea Saunders,36.0,,Medium,
Stephen Nguyen,37.0,31648.732649520825,Low,
Nicole Hudson,21.0,44892.890128730345,Low,Negative
Maria Gray,72.0,,Low,Neutral
Keith Reynolds,74.0,41372.20566338516,Low,Positive
Caitlin Richardson,38.0,40227.170585822765,Low,Negative
William Castillo,33.0,28860.336301816496,Low,Neutral
Jacob Evans,29.0,39075.39219523867,,
Kathy King,,61807.80670047239,Medium,Positive
Michael White,23.0,52912.46164940877,Medium,
Ashley Maldonado,44.0,34643.455605674804,Medium,
Benjamin Lewis,,67607.59248782086,High,
Kevin Shepherd,,37266.14018684044,Low,Negative
David Sexton,71.0,62093.262270854866,Low,Positive
Krystal Fowler,19.0,,Medium,Positive
Janice Rivas,40.0,40716.70568514924,Low,Neutral
Monica Chase,36.0,29690.035065503376,Low,Positive
Jim Stewart,73.0,57266.48959591453,Low,
Christopher Wood MD,69.0,48613.271699531375,Medium,Neutral
Rachel Moore,45.0,60981.14798350246,High,Negative
Angela Lopez,,29778.070903323864,Low,Negative
Jennifer Young,39.0,62513.3056901457,Medium,
Jennifer Hayes,45.0,29077.404053692444,Low,
Kenneth Benjamin,46.0,27727.70285563131,Low,Positive
Ronald Davis,51.0,54068.55902747028,Medium,
Eric Holmes,18.0,,High,Negative
Anthony Harris,,47368.717114065184,Low,
Mrs. Alicia Graham,51.0,44141.824003390015,High,Neutral
Alicia Carrillo,23.0,,Low,Neutral
Rhonda Young,48.0,20356.17788022974,Medium,Positive
Johnny Hubbard,74.0,99831.66530833984,Medium,Neutral
Tricia Garcia,,,Medium,Positive
Isabella Barker,62.0,21893.522373429343,Medium,Negative
David Allen,27.0,74882.23084512624,,Positive
Kathryn Kelly,53.0,54815.67937049999,,Positive
William Page,61.0,50356.13654726193,Low,
Joseph Edwards,52.0,31712.376518741694,Medium,
Kyle Owens,56.0,60649.03524772386,Medium,Negative
Timothy Waller,44.0,53477.957420026345,Low,
Jeffrey Bautista,23.0,53401.984142099354,Medium,
Mario Hudson,56.0,58468.939965025515,Low,
Timothy Ramirez,77.0,65385.84137189733,Medium,Negative
John Smith,28.0,52214.94761251077,Medium,Positive
Matthew Lewis,47.0,34472.68960278126,Low,
Leah Johnson,64.0,36450.706899851946,Low,Positive
Robert Lewis,21.0,59255.69968866341,,Negative
Gary Moore,62.0,40930.731540641755,Medium,Negative
Teresa Hill,26.0,56791.4041573856,Low,Neutral
Caitlin White,78.0,26156.969608060448,Low,Neutral
Bradley Gordon,77.0,63763.462014930046,High,Negative
Taylor Henson,35.0,38772.41134327093,High,Negative
Paul Booker,66.0,53802.99758206283,High,Positive
Nathan Parsons,72.0,38934.384576399025,Low,Neutral
Mary Hines,43.0,45873.89135415246,Medium,
Heather Schultz,,23711.895006296032,Low,Negative
Michael Proctor,45.0,46182.01313020174,Medium,Positive
Samantha Bowers,20.0,55895.12194989846,Low,
Mary Carter,73.0,23041.94890770154,Medium,
Taylor Golden,44.0,65066.75688858537,High,Negative
Elizabeth Woods,44.0,28908.762952547662,Medium,Positive
Matthew Smith,,51668.46579213086,Low,Neutral
Robert Rangel,25.0,22652.423850584237,High,Negative
Mr. Antonio Hill,71.0,,High,
Jeremy Johnson,,28455.247210809877,Low,Neutral
Emily Montgomery,57.0,35468.22265862295,Medium,
Jean Hart,72.0,31124.153509618296,High,Negative
Kelly Bridges,,46658.809021750654,High,Positive
Dennis Bennett,32.0,57886.70010766316,Medium,
Kristina Smith,,38508.68523914158,Low,Neutral
Brandi Torres,30.0,41362.68345457773,Low,Positive
Grant Nelson,62.0,51524.30828986789,High,Neutral
Katelyn Blevins,35.0,48699.85524838309,Low,
Jessica Fox,78.0,49445.59981215361,High,
Jennifer Fields,55.0,54787.13923242501,Low,Positive
April Perkins,38.0,77409.81188072148,Low,
Katherine Jarvis,61.0,,Low,Positive
Michael Hoffman,53.0,51058.14314610747,High,
Brian Salazar,64.0,57832.38334906963,Medium,
Amy Smith,43.0,70315.53522098636,Low,
Travis Tucker,25.0,58984.013725992845,,Negative
Mary Bentley,46.0,51120.122132143704,Medium,Neutral
Mark Walker,32.0,43892.180820854075,Medium,Negative
Daniel Morrison,59.0,59497.913907417416,Medium,Neutral
Megan Mitchell,,44224.64500148469,Medium,
Harold Roman,28.0,61846.76361216757,Medium,Positive
Kurt Richmond,65.0,49008.024107127676,Medium,Positive
Barry Howell,67.0,41278.56340191483,High,Negative
Veronica Cooper,39.0,28033.170973662065,High,Positive
Michael Smith,39.0,67669.41991497343,High,
